Date,NATURAL GAS,GOLD,WTI CRUDE,BRENT CRUDE,SOYBEANS,CORN,COPPER,SILVER,LOW SULPHUR GAS OIL,LIVE CATTLE,SOYBEAN OIL,ALUMINIUM,SOYBEAN MEAL,ZINC,ULS DIESEL,NICKEL,WHEAT,SUGAR,COFFEE,LEAN HOGS,HRW WHEAT,COTTON
2000-01-04,0.0,0.0,0.0,0.0,0.01683450019779187,0.011145626214916327,0.0,0.0,0.0,-0.009007446956998066,0.008384441249277064,0.0,0.010193768189542318,-0.018349138668196652,0.0,-0.015752115681305412,-0.0010106115059231868,-0.05561669065925723,-0.002148228538289665,-0.006272421998414934,-0.0009119927672687211,-0.006679789080954013
2000-01-05,-0.003683245416296388,-0.005655723806854418,-0.025367987375624512,-0.027433141780156767,0.010712475233802365,0.0,0.009973681972271609,-0.031178718248450865,-0.0023446669592539493,-0.001448750706130042,0.01085925714335012,0.011678067566179173,0.018754735915695875,-0.0047437440715558665,-0.018313621337784802,-0.0008423079735120353,0.010060447025841412,0.006908490343811469,0.020013442096159295,-0.009936847797996862,0.008178146443891698,0.016228726492387935
2000-01-06,0.012832440069884377,0.001062887611135821,-0.005232453073092724,-0.0046462596784557775,-0.002667379548970672,0.003687773079184886,-0.0040947702724955515,-0.00828760646022797,-0.008249899472142275,0.015821976947502314,-0.001271455988196557,0.0019839762326094856,-0.010673883861756828,0.002271554926166708,-0.004065352282758283,-0.0066429376479284485,-0.005017571991979608,-0.006908490343811469,-0.014865425578758362,0.0018140594543929467,-0.004535155165390492,0.01003481982932719
2000-01-07,-0.010528822372991575,0.0017689726884349,-0.022858138076049972,-0.02269418740281237,0.007450806155865131,0.015825041144396756,0.0011716462968907326,0.005404375246143234,-0.02881351790474529,0.01135166499706397,0.01138532222512545,0.007442883907078368,0.0,-0.002271554926166708,-0.023354491978714975,-0.009497210066919948,0.012993686061988363,0.012058716320127338,-0.023377688009062148,0.008122788343603915,0.009950330853167877,0.03546203343924148
2000-01-10,0.01959506761074481,-0.0007072136079768754,0.018409192416318998,0.02734044708126815,-0.011197131115486592,0.007220247973487304,-0.008820992215379797,-0.0009629273733935406,-0.04611408910202108,-0.0014119310499527415,-0.012021656958656202,-0.0092741067597224,-0.009434032233358813,-0.010390783430474393,-0.00046342782941088956,-0.005397461582365537,0.006927291432566207,-0.0017137964777345083,0.029350402010273946,0.0004493372351497271,0.0071749186722946945,-0.007440510516583565
2000-01-11,0.019661044399156946,0.005995433229540659,0.043623094123008244,0.036819050308635415,0.001607286710871847,-0.0060132472234517564,-0.003550299587167016,0.0009629273733935406,0.027674722156221243,0.0014119310499527415,-0.008951466421622811,0.002440886032631262,0.007419932861657763,-0.009866774703387371,0.03088402453012229,-0.009578321336503492,0.0009857073247587778,-0.027827882622740274,0.0021244962314073135,0.006715941965437011,0.0008932559772150128,0.011509315833977407
2000-01-12,-0.007104825623744482,-0.0024643561142800863,0.019597168952136368,0.007687676947402355,0.011708489264900201,0.039035115528398556,0.026325006576412124,-0.010060057758411789,0.0,-0.006369448285480139,0.0070400290763545925,0.0016746597504422311,0.014014243374811386,0.009030828991175355,0.025441395852612736,0.017053388310248607,0.019512814223581643,-0.03957350906450796,0.009714965531480324,-0.022107825733020725,0.02032769950567115,-0.008526465001912342
2000-01-13,0.00355872261699397,0.004922654103820534,0.015480769800022998,0.006828706993721845,0.019387560360677902,0.02406992994026691,-0.011030590798260492,0.0019425025533081897,0.03294989966021422,0.0024818307367597825,0.0276747221562208,-0.005950128165842727,0.01903569129774052,-0.0014645886078588077,0.011760571121207875,-0.010308104527894102,0.018191023401838535,0.007312646846286519,-0.0033684242375517925,0.00045610034998233573,0.01476362030559919,0.018991997041573505
2000-01-14,0.030610172998255858,-0.0007017544147638333,0.04862957749242813,0.019425784293933823,0.007753980436904229,-0.007959109667568853,0.00698083114134021,-0.0005823546704424309,0.0260678267699177,0.003181901217383931,-0.005598770457020841,0.012016267483415888,0.007772059847702906,0.0014645886078588077,0.06333795952778143,0.0022178422102303585,0.005676458004804985,-0.007312646846286519,-0.051937245158673484,0.023880386880500204,0.010291686036548064,0.006735258008792933
2000-01-17,0.0,0.0,0.0,0.0070422826254130655,0.0,0.0,0.0,0.0,0.03109058707003065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-18,0.025931314840905273,0.016362419007699636,0.029191452045247424,0.015474196582597521,0.03391871596366425,0.0045558165358610125,0.004049759656920282,0.002908387895957043,0.002265006630851829,-0.001766472814052733,0.030714945211471445,0.047536624918639525,0.027991649436867938,0.0,0.042830543707909285,0.0,-0.001888574687868072,-0.029797362804944827,0.02803512561360222,-0.010743165098813456,-0.0034188067487859186,-0.006552626285155405
2000-01-19,0.014166903604740821,0.002414210519022575,0.02363528414912519,-0.008094089284974793,-0.0024919026101795083,0.0034032931317078408,0.01887388024501664,0.0015476884497762633,0.0011305823702860707,-0.007809766354057501,-0.011560822401076365,0.017719812026910198,-0.0006275494401117854,0.009571442193244906,0.03807679688908472,0.031856384823871764,0.0056550574833451606,0.037110009651231346,0.00817384632616669,0.008068174649510595,0.005123836999869624,0.053163348981655645
2000-01-20,0.05708945545630595,-0.003450659048494842,0.004054059606552141,0.010011635414246545,0.008941937375661624,0.0,-0.01082323296784958,0.016107730815932753,0.028955252252028885,-0.005001796780143231,-0.0036787288574622323,-0.004969836285341422,0.01680711831638071,-0.010617357987786846,0.07728031486053055,-0.0029848986402836175,-0.0037664827954770885,0.01266985274105159,-0.04110766799741583,0.004009807110230135,-0.002558636790324975,-0.005382424661934948
2000-01-21,-0.029343897629059756,0.0013816927932150946,-0.050477358765717906,0.009532960658723777,-0.0004946821767957132,0.009019226866849195,0.0,0.0005705049123077011,0.032400242325421935,0.0003581020629139786,-0.006161448944048686,-0.009583138490058651,0.0018501392881615786,-0.0031443270848949822,0.07827955705515599,0.015660540724505623,-0.002834201235875078,-0.023658974316646875,-0.007168489478612372,0.015004694570479593,0.0008536065392412695,-0.02271424355551588
2000-01-24,0.01715581673601896,-0.005538262684821937,-0.01320740240626872,-0.011066703290672386,0.013271268755777221,0.020000666706669,-0.019081238075427553,0.006254166126232086,-0.04232861952275613,0.0,0.016549565581035264,-0.008950543368358765,0.011029523575500022,-0.011826959399718007,-0.07955263170195348,-0.006021625137821118,0.006600684031352166,-0.026120888075636062,0.006275233501398247,-0.009683174251826188,0.005106394074573473,0.003555559301332778
2000-01-25,0.034217957310341274,-0.005220126696411143,0.016040265490572914,0.01825145720736243,0.009718249468921414,0.0010995053334168503,-0.016480655537657818,0.004147818918060597,0.0022148403295529917,0.0,0.0018220472699446155,0.006936443996657715,0.007286006730933714,-0.02778854088863003,0.045614199390445975,0.0002368265256773583,-0.004710324300183366,0.0056550574833451606,0.008453887945664817,-0.007547205635382248,-0.003401363823489767,0.026444059062203706
2000-01-26,-0.03619776393603158,-0.00034897923927701413,-0.01568100556215324,-0.01556894937154052,-0.007279818609386091,-0.019978466930886007,-0.0011876485956560934,-0.006038893611732377,0.006615239118718641,0.0025031302181188764,0.0,0.0011514106050416473,-0.010949014489670894,-0.007894777847008427,0.019177619137706436,-0.005342210129041902,-0.018104353465988154,0.01492565021667569,0.020176123003149193,0.0022256853167288426,-0.01804948011898322,-0.0076336248550710195
2000-01-27,0.03390155167568132,0.00209205097222398,-0.018854800763629775,-0.019710783063932702,0.026437492642319427,0.012256420836975757,0.0035587226169940533,0.024678762270775145,-0.02447285651872555,-0.0068088419293310665,0.0375155634227764,-0.004324642749939045,0.01998249958733833,0.003516487140125868,-0.010474727524028893,0.011950683553889618,0.013371736965889447,0.0018501392881613565,-0.004787821986054652,-0.0022256853167288426,0.008635632249605507,0.0019138761822841133
2000-01-28,-0.030340717052672272,-0.01438368948378077,-0.0036670374792691085,0.002339182353172209,-0.006663518230770826,-0.010016778243470803,-0.011313011396999362,-0.016384652518091958,-0.01703618715256816,0.0028725333935240016,-0.004099566502932639,0.0,-0.00842870733505574,-0.002196354935202649,0.014590851186415676,0.015522281662043724,-0.014333738002080487,0.011029523575499578,0.000872219854685774,0.01591545530589933,-0.01037174379678163,-0.0013915465804377192
2000-01-31,0.05006821569099007,0.0007064641763268042,0.015312001676149212,0.011229546852896455,-0.03005558273210962,-0.015783867701261833,0.017216216261131317,-0.0018789934126606234,0.005711037795514962,0.0060768730349174405,-0.027366371694020675,0.0034612091087300456,-0.02696241760512752,-0.011721907964706624,0.028663195014092757,0.01380125413917277,-0.01356609952671839,-0.009182800982334927,-0.031889327489740715,-0.00439561147303813,-0.014879924434184844,0.007111295253224625
2000-02-01,0.013803614062947722,-0.0024748112330685856,0.02076694752519881,0.016043124840575462,0.003929278139889192,0.009049835519917337,-0.007680983110131323,-0.012109892550376866,0.007941051372812424,0.007809766354057501,-0.006049625225823085,0.005742192062758278,0.0049566396399285395,-0.013438052162040748,-0.20971002683555717,0.0027375402062563836,0.006806054468999179,-0.005550430530649075,0.004938281640582076,-0.003088464841910721,0.005277057100843585,-0.012696926811617715
