Date,WTI CRUDE,NATURAL GAS,GOLD,CORN,WHEAT,SOYBEANS,COPPER,SILVER
2000-01-04,0.0,0.0,0.0,0.0111456262149163,-0.0010106115059231,0.0168345001977918,0.0,0.0
2000-01-05,-0.0253679873756245,-0.0036832454162963,-0.0056557238068544,0.0,0.0100604470258414,0.0107124752338023,0.0099736819722716,-0.0311787182484508
2000-01-06,-0.0052324530730927,0.0128324400698843,0.0010628876111358,0.0036877730791848,-0.0050175719919796,-0.0026673795489706,-0.0040947702724955,-0.0082876064602279
2000-01-07,-0.0228581380760499,-0.0105288223729915,0.0017689726884349,0.0158250411443967,0.0129936860619883,0.0074508061558651,0.0011716462968907,0.0054043752461432
2000-01-10,0.0184091924163189,0.0195950676107448,-0.0007072136079768,0.0072202479734873,0.0069272914325662,-0.0111971311154865,-0.0088209922153797,-0.0009629273733935
2000-01-11,0.0436230941230082,0.0196610443991569,0.0059954332295406,-0.0060132472234517,0.0009857073247587,0.0016072867108718,-0.003550299587167,0.0009629273733935
2000-01-12,0.0195971689521363,-0.0071048256237444,-0.00246435611428,0.0390351155283985,0.0195128142235816,0.0117084892649002,0.0263250065764121,-0.0100600577584117
2000-01-13,0.0154807698000229,0.0035587226169939,0.0049226541038205,0.0240699299402669,0.0181910234018385,0.0193875603606779,-0.0110305907982604,0.0019425025533081
2000-01-14,0.0486295774924281,0.0306101729982558,-0.0007017544147638,-0.0079591096675688,0.0056764580048049,0.0077539804369042,0.0069808311413402,-0.0005823546704424
2000-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-18,0.0291914520452474,0.0259313148409052,0.0163624190076996,0.004555816535861,-0.001888574687868,0.0339187159636642,0.0040497596569202,0.002908387895957
2000-01-19,0.0236352841491251,0.0141669036047408,0.0024142105190225,0.0034032931317078,0.0056550574833451,-0.0024919026101795,0.0188738802450166,0.0015476884497762
2000-01-20,0.0040540596065521,0.0570894554563059,-0.0034506590484948,0.0,-0.003766482795477,0.0089419373756616,-0.0108232329678495,0.0161077308159327
2000-01-21,-0.0504773587657179,-0.0293438976290597,0.001381692793215,0.0090192268668491,-0.002834201235875,-0.0004946821767957,0.0,0.0005705049123077
2000-01-24,-0.0132074024062687,0.0171558167360189,-0.0055382626848219,0.020000666706669,0.0066006840313521,0.0132712687557772,-0.0190812380754275,0.006254166126232
2000-01-25,0.0160402654905729,0.0342179573103412,-0.0052201266964111,0.0010995053334168,-0.0047103243001833,0.0097182494689214,-0.0164806555376578,0.0041478189180605
2000-01-26,-0.0156810055621532,-0.0361977639360315,-0.000348979239277,-0.019978466930886,-0.0181043534659881,-0.007279818609386,-0.001187648595656,-0.0060388936117323
2000-01-27,-0.0188548007636297,0.0339015516756813,0.0020920509722239,0.0122564208369757,0.0133717369658894,0.0264374926423194,0.003558722616994,0.0246787622707751
2000-01-28,-0.0036670374792691,-0.0303407170526722,-0.0143836894837807,-0.0100167782434708,-0.0143337380020804,-0.0066635182307708,-0.0113130113969993,-0.0163846525180919
2000-01-31,0.0153120016761492,0.05006821569099,0.0007064641763268,-0.0157838677012618,-0.0135660995267183,-0.0300555827321096,0.0172162162611313,-0.0018789934126606
2000-02-01,0.0207669475251988,0.0138036140629477,-0.0024748112330685,0.0090498355199173,0.0068060544689991,0.0039292781398891,-0.0076809831101313,-0.0121098925503768
2000-02-02,-0.0240284108257444,0.0219869611992815,0.0084596909173662,-0.0056465423882094,-0.0029112102074586,-0.0049140148024289,-0.0246184753623284,-0.0024778436388737
